Case_ID;Dataset_ID;Strategy;Population_size;Generations_number;Seed;Decoder;Evaluator;Fitness;Alpha;CV_Folds;Best;Worst;Avg;Std;Wall_Time_Avg(s);CPU_Time_Avg(s);NFE_Avg;Champion_Score;Champion_Features;Nb_Features_Keep
38;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;94.4;96.34;1.78;280.504;263.695;10050.0;98.59;16;15.8
38;52;best/1;50;200;42;am;knn;error;0.5;5;94.4;85.9;91.41;3.54;181.64;170.253;10050.0;94.37;5;5.1
39;52;best/1;50;200;42;am;svm;error;0.5;5;97.2;93.0;94.93;1.51;279.58;262.366;10050.0;97.18;19;17.7
39;52;best/1;50;200;42;am;knn;error;0.5;5;95.8;88.7;92.39;2.67;180.731;169.506;10050.0;92.96;3;5.6
40;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;94.4;96.06;1.45;280.685;263.236;10050.0;97.18;19;17.0
40;52;best/1;50;200;42;am;knn;error;0.5;5;95.8;85.9;92.54;3.32;180.235;169.167;10050.0;95.77;5;5.0
41;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;94.4;96.48;1.37;281.544;264.08;10050.0;95.77;17;16.8
41;52;best/1;50;200;42;am;knn;error;0.5;5;94.4;87.3;90.7;2.22;180.567;169.577;10050.0;87.32;4;5.2
42;52;best/1;50;200;42;am;svm;error;0.5;5;98.6;94.4;95.92;1.55;281.206;263.956;10050.0;97.18;11;13.4
42;52;best/1;50;200;42;am;knn;error;0.5;5;94.4;90.1;92.11;2.01;181.283;170.137;10050.0;90.14;5;4.8
31;151;best/1;50;200;42;am;svm;error;0.5;5;90.5;78.6;84.29;4.08;287.682;269.995;10050.0;88.1;26;26.9
31;151;best/1;50;200;42;am;knn;error;0.5;5;88.1;66.7;77.86;6.15;195.21;183.144;10050.0;88.1;28;24.2
32;151;best/1;50;200;42;am;svm;error;0.5;5;90.5;78.6;83.81;4.17;290.68;272.906;10050.0;78.57;19;28.5
32;151;best/1;50;200;42;am;knn;error;0.5;5;83.3;69.0;78.81;4.12;193.59;181.561;10050.0;69.05;7;25.0
33;151;best/1;50;200;42;am;svm;error;0.5;5;85.7;71.4;82.14;4.24;287.387;269.998;10050.0;83.33;29;26.9
33;151;best/1;50;200;42;am;knn;error;0.5;5;83.3;69.0;78.1;4.32;192.928;181.139;10050.0;76.19;20;24.4
34;151;best/1;50;200;42;am;svm;error;0.5;5;88.1;78.6;83.57;4.12;287.413;269.52;10050.0;78.57;19;24.3
34;151;best/1;50;200;42;am;knn;error;0.5;5;85.7;71.4;78.1;4.32;191.435;179.605;10050.0;71.43;33;27.5
35;151;best/1;50;200;42;am;svm;error;0.5;5;90.5;73.8;82.62;5.5;286.903;269.325;10050.0;83.33;33;23.5
35;151;best/1;50;200;42;am;knn;error;0.5;5;88.1;76.2;80.0;3.92;192.776;181.064;10050.0;78.57;17;27.2
36;151;best/1;50;200;42;am;svm;error;0.5;5;88.1;76.2;83.1;4.27;288.391;270.658;10050.0;85.71;33;26.6
36;151;best/1;50;200;42;am;knn;error;0.5;5;90.5;71.4;79.52;6.27;193.599;181.522;10050.0;80.95;19;27.2
37;151;best/1;50;200;42;am;svm;error;0.5;5;88.1;76.2;83.1;4.27;289.127;270.742;10050.0;85.71;33;26.6
37;151;best/1;50;200;42;am;knn;error;0.5;5;90.5;71.4;79.52;6.27;193.893;181.422;10050.0;80.95;19;27.2
38;151;best/1;50;200;42;am;svm;error;0.5;5;85.7;78.6;82.38;3.21;288.347;270.108;10050.0;78.57;34;26.2
38;151;best/1;50;200;42;am;knn;error;0.5;5;88.1;73.8;79.52;5.17;194.609;181.7;10050.0;73.81;33;27.7
39;151;best/1;50;200;42;am;svm;error;0.5;5;88.1;71.4;83.33;4.76;298.969;273.206;10050.0;88.1;30;25.3
39;151;best/1;50;200;42;am;knn;error;0.5;5;85.7;66.7;78.81;5.77;200.728;183.969;10050.0;76.19;25;28.4
40;151;best/1;50;200;42;am;svm;error;0.5;5;85.7;78.6;83.33;2.97;295.53;273.383;10050.0;85.71;20;27.1
40;151;best/1;50;200;42;am;knn;error;0.5;5;83.3;71.4;76.9;3.9;198.455;183.537;10050.0;80.95;28;28.3
41;151;best/1;50;200;42;am;svm;error;0.5;5;85.7;76.2;82.38;3.21;295.02;272.209;10050.0;80.95;21;22.6
41;151;best/1;50;200;42;am;knn;error;0.5;5;83.3;73.8;78.33;3.26;198.225;183.189;10050.0;76.19;25;28.2
42;151;best/1;50;200;42;am;svm;error;0.5;5;95.2;73.8;84.29;5.75;292.914;270.848;10050.0;95.24;20;24.1
42;151;best/1;50;200;42;am;knn;error;0.5;5;88.1;73.8;79.05;4.74;187.663;175.478;10050.0;78.57;39;33.7
