Case_ID;Dataset_ID;Strategy;Population_size;Generations_number;Seed;Decoder;Evaluator;Fitness;Alpha;CV_Folds;Best;Worst;Avg;Std;Wall_Time_Avg(s);CPU_Time_Avg(s);NFE_Avg;Champion_Score;Champion_Features;Nb_Features_Keep
29;151;best/1;100;100;42;am;svm;error;0.5;5;90.5;76.2;82.38;4.79;257.867;247.267;10100.0;78.57;19;25.8
29;151;best/1;100;100;42;am;knn;error;0.5;5;88.1;71.4;78.1;4.46;172.599;165.397;10100.0;73.81;33;29.5
30;151;best/1;20;500;42;am;svm;error;0.5;5;88.1;78.6;84.05;2.76;255.796;245.177;10020.0;88.1;34;27.1
7;0;best/1;200;50;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;8.351;7.987;200.0;100.0;18;16.7
7;0;best/1;200;50;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;13.996;13.375;200.0;100.0;18;16.7
8;0;best/1;100;100;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;4.166;3.972;100.0;100.0;19;16.1
9;0;best/1;20;500;42;sigma;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.851;0.806;20.0;100.0;15;17.3
8;0;best/1;100;100;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;6.901;6.656;100.0;100.0;17;16.1
9;0;best/1;20;500;42;sigma;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.398;1.334;20.0;100.0;15;17.3
28;0;best/1;200;50;42;am;svm;error;0.5;5;100.0;100.0;100.0;0.0;8.432;8.044;200.0;100.0;19;15.9
28;0;best/1;200;50;42;am;knn;error;0.5;5;100.0;100.0;100.0;0.0;11.65;11.161;200.0;100.0;19;15.9
29;0;best/1;100;100;42;am;svm;error;0.5;5;100.0;100.0;100.0;0.0;4.242;4.084;100.0;100.0;19;15.9
30;0;best/1;20;500;42;am;svm;error;0.5;5;100.0;100.0;100.0;0.0;0.851;0.817;20.0;100.0;19;15.9
29;0;best/1;100;100;42;am;knn;error;0.5;5;100.0;100.0;100.0;0.0;5.894;5.658;100.0;100.0;19;15.9
30;0;best/1;20;500;42;am;knn;error;0.5;5;100.0;100.0;100.0;0.0;1.14;1.097;20.0;100.0;19;15.9
30;151;best/1;20;500;42;am;knn;error;0.5;5;88.1;71.4;79.76;5.29;179.079;171.645;10020.0;78.57;37;32.2
